[OP] Cast: in=[(256, 3, 227, 227)] -> out=(256, 3, 227, 227) | drv used/total=1.52 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 96, 1, 1)] -> out=(1, 96, 1, 1) | drv used/total=2.55 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[()] -> out=() | drv used/total=2.55 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Add: in=[(1, 96, 1, 1), ()] -> out=(1, 96, 1, 1) | drv used/total=2.55 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 96, 1, 1)] -> out=(1, 96, 1, 1) | drv used/total=2.55 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Sqrt: in=[(1, 96, 1, 1)] -> out=(1, 96, 1, 1) | drv used/total=2.55 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 96, 1, 1)] -> out=(1, 96, 1, 1) | drv used/total=2.55 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Div: in=[(256, 96, 55, 55), (1, 96, 1, 1)] -> out=(256, 96, 55, 55) | drv used/total=2.70 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 96, 1, 1)] -> out=(1, 96, 1, 1) | drv used/total=2.70 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Mul: in=[(1, 96, 1, 1), (256, 96, 55, 55)] -> out=(256, 96, 55, 55) | drv used/total=2.85 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 96, 1, 1)] -> out=(1, 96, 1, 1) | drv used/total=2.85 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Add: in=[(256, 96, 55, 55), (1, 96, 1, 1)] -> out=(256, 96, 55, 55) | drv used/total=3.00 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] ReLU: in=[(256, 96, 55, 55)] -> out=(256, 96, 55, 55) | drv used/total=3.00 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Pad: in=[(256, 96, 55, 55)] -> out=(256, 96, 55, 55) | drv used/total=3.00 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] SlidingWindowView: in=[(256, 96, 55, 55)] -> out=(256, 96, 27, 27, 3, 3) | drv used/total=3.00 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Max: in=[(256, 96, 27, 27, 3, 3)] -> out=(256, 96, 27, 27) | drv used/total=3.05 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Pad: in=[(256, 96, 27, 27)] -> out=(256, 96, 31, 31) | drv used/total=3.09 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] SlidingWindowView: in=[(256, 96, 31, 31)] -> out=(256, 96, 27, 27, 5, 5) | drv used/total=3.10 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(256, 96, 5, 5)] -> out=(256, 96, 5, 5) | drv used/total=3.10 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] TensorDot: in=[(256, 96, 27, 27, 5, 5), (256, 96, 5, 5)] -> out=(256, 27, 27, 256) | drv used/total=3.20 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Transpose: in=[(256, 27, 27, 256)] -> out=(256, 256, 27, 27) | drv used/total=3.20 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 256, 1, 1)] -> out=(1, 256, 1, 1) | drv used/total=3.21 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Sub: in=[(256, 256, 27, 27), (1, 256, 1, 1)] -> out=(256, 256, 27, 27) | drv used/total=3.30 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 256, 1, 1)] -> out=(1, 256, 1, 1) | drv used/total=3.30 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[()] -> out=() | drv used/total=3.30 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Add: in=[(1, 256, 1, 1), ()] -> out=(1, 256, 1, 1) | drv used/total=3.31 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 256, 1, 1)] -> out=(1, 256, 1, 1) | drv used/total=3.31 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Sqrt: in=[(1, 256, 1, 1)] -> out=(1, 256, 1, 1) | drv used/total=3.31 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 256, 1, 1)] -> out=(1, 256, 1, 1) | drv used/total=3.31 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Div: in=[(256, 256, 27, 27), (1, 256, 1, 1)] -> out=(256, 256, 27, 27) | drv used/total=3.41 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 256, 1, 1)] -> out=(1, 256, 1, 1) | drv used/total=3.41 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Mul: in=[(1, 256, 1, 1), (256, 256, 27, 27)] -> out=(256, 256, 27, 27) | drv used/total=3.50 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 256, 1, 1)] -> out=(1, 256, 1, 1) | drv used/total=3.51 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Add: in=[(256, 256, 27, 27), (1, 256, 1, 1)] -> out=(256, 256, 27, 27) | drv used/total=3.60 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] ReLU: in=[(256, 256, 27, 27)] -> out=(256, 256, 27, 27) | drv used/total=3.61 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Pad: in=[(256, 256, 27, 27)] -> out=(256, 256, 27, 27) | drv used/total=3.61 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] SlidingWindowView: in=[(256, 256, 27, 27)] -> out=(256, 256, 13, 13, 3, 3) | drv used/total=3.61 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Max: in=[(256, 256, 13, 13, 3, 3)] -> out=(256, 256, 13, 13) | drv used/total=3.63 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Pad: in=[(256, 256, 13, 13)] -> out=(256, 256, 15, 15) | drv used/total=3.67 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] SlidingWindowView: in=[(256, 256, 15, 15)] -> out=(256, 256, 13, 13, 3, 3) | drv used/total=3.67 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(384, 256, 3, 3)] -> out=(384, 256, 3, 3) | drv used/total=3.67 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] TensorDot: in=[(256, 256, 13, 13, 3, 3), (384, 256, 3, 3)] -> out=(256, 13, 13, 384) | drv used/total=3.71 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Transpose: in=[(256, 13, 13, 384)] -> out=(256, 384, 13, 13) | drv used/total=3.71 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 384, 1, 1)] -> out=(1, 384, 1, 1) | drv used/total=3.71 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Sub: in=[(256, 384, 13, 13), (1, 384, 1, 1)] -> out=(256, 384, 13, 13) | drv used/total=3.74 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 384, 1, 1)] -> out=(1, 384, 1, 1) | drv used/total=3.75 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[()] -> out=() | drv used/total=3.75 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Add: in=[(1, 384, 1, 1), ()] -> out=(1, 384, 1, 1) | drv used/total=3.75 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 384, 1, 1)] -> out=(1, 384, 1, 1) | drv used/total=3.75 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Sqrt: in=[(1, 384, 1, 1)] -> out=(1, 384, 1, 1) | drv used/total=3.75 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 384, 1, 1)] -> out=(1, 384, 1, 1) | drv used/total=3.75 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Div: in=[(256, 384, 13, 13), (1, 384, 1, 1)] -> out=(256, 384, 13, 13) | drv used/total=3.79 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 384, 1, 1)] -> out=(1, 384, 1, 1) | drv used/total=3.79 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Mul: in=[(1, 384, 1, 1), (256, 384, 13, 13)] -> out=(256, 384, 13, 13) | drv used/total=3.82 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 384, 1, 1)] -> out=(1, 384, 1, 1) | drv used/total=3.83 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Add: in=[(256, 384, 13, 13), (1, 384, 1, 1)] -> out=(256, 384, 13, 13) | drv used/total=3.86 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] ReLU: in=[(256, 384, 13, 13)] -> out=(256, 384, 13, 13) | drv used/total=3.86 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Pad: in=[(256, 384, 13, 13)] -> out=(256, 384, 15, 15) | drv used/total=3.88 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] SlidingWindowView: in=[(256, 384, 15, 15)] -> out=(256, 384, 13, 13, 3, 3) | drv used/total=3.88 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(384, 384, 3, 3)] -> out=(384, 384, 3, 3) | drv used/total=3.88 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] TensorDot: in=[(256, 384, 13, 13, 3, 3), (384, 384, 3, 3)] -> out=(256, 13, 13, 384) | drv used/total=3.92 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Transpose: in=[(256, 13, 13, 384)] -> out=(256, 384, 13, 13) | drv used/total=3.92 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 384, 1, 1)] -> out=(1, 384, 1, 1) | drv used/total=3.92 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Sub: in=[(256, 384, 13, 13), (1, 384, 1, 1)] -> out=(256, 384, 13, 13) | drv used/total=3.95 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 384, 1, 1)] -> out=(1, 384, 1, 1) | drv used/total=3.95 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[()] -> out=() | drv used/total=3.96 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Add: in=[(1, 384, 1, 1), ()] -> out=(1, 384, 1, 1) | drv used/total=3.96 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 384, 1, 1)] -> out=(1, 384, 1, 1) | drv used/total=3.96 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Sqrt: in=[(1, 384, 1, 1)] -> out=(1, 384, 1, 1) | drv used/total=3.96 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 384, 1, 1)] -> out=(1, 384, 1, 1) | drv used/total=3.96 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Div: in=[(256, 384, 13, 13), (1, 384, 1, 1)] -> out=(256, 384, 13, 13) | drv used/total=3.99 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 384, 1, 1)] -> out=(1, 384, 1, 1) | drv used/total=3.99 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Mul: in=[(1, 384, 1, 1), (256, 384, 13, 13)] -> out=(256, 384, 13, 13) | drv used/total=4.03 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 384, 1, 1)] -> out=(1, 384, 1, 1) | drv used/total=4.03 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Add: in=[(256, 384, 13, 13), (1, 384, 1, 1)] -> out=(256, 384, 13, 13) | drv used/total=4.06 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] ReLU: in=[(256, 384, 13, 13)] -> out=(256, 384, 13, 13) | drv used/total=4.06 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Pad: in=[(256, 384, 13, 13)] -> out=(256, 384, 15, 15) | drv used/total=4.08 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] SlidingWindowView: in=[(256, 384, 15, 15)] -> out=(256, 384, 13, 13, 3, 3) | drv used/total=4.08 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(256, 384, 3, 3)] -> out=(256, 384, 3, 3) | drv used/total=4.08 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] TensorDot: in=[(256, 384, 13, 13, 3, 3), (256, 384, 3, 3)] -> out=(256, 13, 13, 256) | drv used/total=4.11 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Transpose: in=[(256, 13, 13, 256)] -> out=(256, 256, 13, 13) | drv used/total=4.11 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 256, 1, 1)] -> out=(1, 256, 1, 1) | drv used/total=4.11 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Sub: in=[(256, 256, 13, 13), (1, 256, 1, 1)] -> out=(256, 256, 13, 13) | drv used/total=4.13 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 256, 1, 1)] -> out=(1, 256, 1, 1) | drv used/total=4.13 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[()] -> out=() | drv used/total=4.13 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Add: in=[(1, 256, 1, 1), ()] -> out=(1, 256, 1, 1) | drv used/total=4.13 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 256, 1, 1)] -> out=(1, 256, 1, 1) | drv used/total=4.13 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Sqrt: in=[(1, 256, 1, 1)] -> out=(1, 256, 1, 1) | drv used/total=4.13 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 256, 1, 1)] -> out=(1, 256, 1, 1) | drv used/total=4.14 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Div: in=[(256, 256, 13, 13), (1, 256, 1, 1)] -> out=(256, 256, 13, 13) | drv used/total=4.16 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 256, 1, 1)] -> out=(1, 256, 1, 1) | drv used/total=4.16 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Mul: in=[(1, 256, 1, 1), (256, 256, 13, 13)] -> out=(256, 256, 13, 13) | drv used/total=4.19 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 256, 1, 1)] -> out=(1, 256, 1, 1) | drv used/total=4.19 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Add: in=[(256, 256, 13, 13), (1, 256, 1, 1)] -> out=(256, 256, 13, 13) | drv used/total=4.21 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] ReLU: in=[(256, 256, 13, 13)] -> out=(256, 256, 13, 13) | drv used/total=4.21 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Pad: in=[(256, 256, 13, 13)] -> out=(256, 256, 13, 13) | drv used/total=4.21 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] SlidingWindowView: in=[(256, 256, 13, 13)] -> out=(256, 256, 6, 6, 3, 3) | drv used/total=4.22 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Max: in=[(256, 256, 6, 6, 3, 3)] -> out=(256, 256, 6, 6) | drv used/total=4.23 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Flatten: in=[(256, 256, 6, 6)] -> out=(256, 9216) | drv used/total=4.22 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(9216, 4096)] -> out=(9216, 4096) | drv used/total=4.30 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] MatMul: in=[(256, 9216), (9216, 4096)] -> out=(256, 4096) | drv used/total=4.30 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 4096)] -> out=(1, 4096) | drv used/total=4.30 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Sub: in=[(256, 4096), (1, 4096)] -> out=(256, 4096) | drv used/total=4.30 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 4096)] -> out=(1, 4096) | drv used/total=4.31 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[()] -> out=() | drv used/total=4.31 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Add: in=[(1, 4096), ()] -> out=(1, 4096) | drv used/total=4.31 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 4096)] -> out=(1, 4096) | drv used/total=4.31 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Sqrt: in=[(1, 4096)] -> out=(1, 4096) | drv used/total=4.31 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 4096)] -> out=(1, 4096) | drv used/total=4.31 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Div: in=[(256, 4096), (1, 4096)] -> out=(256, 4096) | drv used/total=4.31 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 4096)] -> out=(1, 4096) | drv used/total=4.31 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Mul: in=[(1, 4096), (256, 4096)] -> out=(256, 4096) | drv used/total=4.32 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 4096)] -> out=(1, 4096) | drv used/total=4.32 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Add: in=[(256, 4096), (1, 4096)] -> out=(256, 4096) | drv used/total=4.32 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] ReLU: in=[(256, 4096)] -> out=(256, 4096) | drv used/total=4.32 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(4096, 4096)] -> out=(4096, 4096) | drv used/total=4.35 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] MatMul: in=[(256, 4096), (4096, 4096)] -> out=(256, 4096) | drv used/total=4.35 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 4096)] -> out=(1, 4096) | drv used/total=4.35 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Sub: in=[(256, 4096), (1, 4096)] -> out=(256, 4096) | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 4096)] -> out=(1, 4096) | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[()] -> out=() | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Add: in=[(1, 4096), ()] -> out=(1, 4096) | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 4096)] -> out=(1, 4096) | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Sqrt: in=[(1, 4096)] -> out=(1, 4096) | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 4096)] -> out=(1, 4096) | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Div: in=[(256, 4096), (1, 4096)] -> out=(256, 4096) | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 4096)] -> out=(1, 4096) | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Mul: in=[(1, 4096), (256, 4096)] -> out=(256, 4096) | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 4096)] -> out=(1, 4096) | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Add: in=[(256, 4096), (1, 4096)] -> out=(256, 4096) | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] ReLU: in=[(256, 4096)] -> out=(256, 4096) | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(4096, 200)] -> out=(4096, 200) | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] MatMul: in=[(256, 4096), (4096, 200)] -> out=(256, 200) | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(200,)] -> out=(200,) | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Add: in=[(256, 200), (200,)] -> out=(256, 200) | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Passthrough: in=[(256, 200)] -> out=(256, 200) | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(256, 200)] -> out=(256, 200) | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Softmax: in=[(256, 200)] -> out=(256, 200) | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] CategoricalCrossEntropy: in=[(256, 200), (256, 200)] -> out=() | drv used/total=4.36 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(256, 3, 227, 227)] -> out=(256, 3, 227, 227) | drv used/total=4.47 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] SlidingWindowView: in=[(256, 3, 227, 227)] -> out=(256, 3, 55, 55, 11, 11) | drv used/total=4.47 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(96, 3, 11, 11)] -> out=(96, 3, 11, 11) | drv used/total=4.47 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] TensorDot: in=[(256, 3, 55, 55, 11, 11), (96, 3, 11, 11)] -> out=(256, 55, 55, 96) | drv used/total=4.62 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Transpose: in=[(256, 55, 55, 96)] -> out=(256, 96, 55, 55) | drv used/total=4.62 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 96, 1, 1)] -> out=(1, 96, 1, 1) | drv used/total=4.62 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Sub: in=[(256, 96, 55, 55), (1, 96, 1, 1)] -> out=(256, 96, 55, 55) | drv used/total=4.77 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 96, 1, 1)] -> out=(1, 96, 1, 1) | drv used/total=4.78 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[()] -> out=() | drv used/total=4.78 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Add: in=[(1, 96, 1, 1), ()] -> out=(1, 96, 1, 1) | drv used/total=4.78 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 96, 1, 1)] -> out=(1, 96, 1, 1) | drv used/total=4.78 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Sqrt: in=[(1, 96, 1, 1)] -> out=(1, 96, 1, 1) | drv used/total=4.78 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 96, 1, 1)] -> out=(1, 96, 1, 1) | drv used/total=4.78 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Div: in=[(256, 96, 55, 55), (1, 96, 1, 1)] -> out=(256, 96, 55, 55) | drv used/total=4.93 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 96, 1, 1)] -> out=(1, 96, 1, 1) | drv used/total=4.93 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Mul: in=[(1, 96, 1, 1), (256, 96, 55, 55)] -> out=(256, 96, 55, 55) | drv used/total=5.08 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 96, 1, 1)] -> out=(1, 96, 1, 1) | drv used/total=5.08 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Add: in=[(256, 96, 55, 55), (1, 96, 1, 1)] -> out=(256, 96, 55, 55) | drv used/total=5.23 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] ReLU: in=[(256, 96, 55, 55)] -> out=(256, 96, 55, 55) | drv used/total=4.40 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Pad: in=[(256, 96, 55, 55)] -> out=(256, 96, 55, 55) | drv used/total=4.40 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] SlidingWindowView: in=[(256, 96, 55, 55)] -> out=(256, 96, 27, 27, 3, 3) | drv used/total=4.40 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Max: in=[(256, 96, 27, 27, 3, 3)] -> out=(256, 96, 27, 27) | drv used/total=4.45 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Pad: in=[(256, 96, 27, 27)] -> out=(256, 96, 31, 31) | drv used/total=4.50 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] SlidingWindowView: in=[(256, 96, 31, 31)] -> out=(256, 96, 27, 27, 5, 5) | drv used/total=4.50 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(256, 96, 5, 5)] -> out=(256, 96, 5, 5) | drv used/total=4.50 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] TensorDot: in=[(256, 96, 27, 27, 5, 5), (256, 96, 5, 5)] -> out=(256, 27, 27, 256) | drv used/total=4.60 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Transpose: in=[(256, 27, 27, 256)] -> out=(256, 256, 27, 27) | drv used/total=4.60 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 256, 1, 1)] -> out=(1, 256, 1, 1) | drv used/total=4.60 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Sub: in=[(256, 256, 27, 27), (1, 256, 1, 1)] -> out=(256, 256, 27, 27) | drv used/total=4.70 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 256, 1, 1)] -> out=(1, 256, 1, 1) | drv used/total=4.71 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[()] -> out=() | drv used/total=4.71 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Add: in=[(1, 256, 1, 1), ()] -> out=(1, 256, 1, 1) | drv used/total=4.71 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
[OP] Cast: in=[(1, 256, 1, 1)] -> out=(1, 256, 1, 1) | drv used/total=4.71 GB/16.88 GB | pool used/total=0.00 GB/0.00 GB
